filename,bucket,correctness,expected,topCigarId,topBrand,topLine,confidence,visionBrand,visionLine,visionConfidence,usedSwap,latencyMs,candidateCount,top5,error
band-0161d19ab3a8.jpg,ambiguous,,,la-aroma-de-cuba-edicion-especial-minuto,La Aroma de Cuba,Edicion Especial Minuto,0.664,LA AROMA DE CUBA,,0.9,false,11788,15,"La Aroma de Cuba Edicion Especial Minuto:0.66 | La Aroma de Cuba :0.66 | La Aroma de Cuba Noblesse:0.66 | La Aroma de Cuba Edicion Especial:0.66 | La Aroma de Cuba Pasion:0.66",
band-01a76517bea0.jpg,auto-match,,,angelenos-by-god-of-fire-double-robusto,God of Fire,Double,0.99,God of Fire,Double Robusto,1,false,5989,15,"God of Fire Double:0.99 | God of Fire Robusto:0.99 | God of Fire God of Fire:0.98 | God of Fire By Carlito:0.98 | God of Fire By Carlito:0.98",
band-01cf1b076898.jpg,ambiguous,,,gurkha-park-avenue,Gurkha,Park Avenue,0.771,HIT RUN,,0.9,false,7595,15,"Gurkha Park Avenue:0.77 | La Instructora Delicado Churchill:0.77 | La Instructora Delicado Corona:0.77 | La Instructora Delicado Presidente:0.77 | La Instructora Delicado Robusto:0.77",
band-01db8aecfbe8.jpg,auto-match,,,cao-brazilia,CAO,Brazilia,0.99,CAO,BRAZILIA BOX-PRESS,0.9,false,5741,15,"CAO Brazilia:0.99 | CAO Brazilia Box Pressed:0.98 | CAO Brazilia Cariocas:0.98 | CAO Brazilia Chango:0.98 | CAO Brazilia TAA Exclusive 2019:0.98",
band-02c5edd09590.jpg,ambiguous,,,private-stock,Private,Stock,0.682,MIXTEC,,0.9,false,10130,10,"Private Stock:0.68 | Kafie 1901 Natural:0.68 | Kafie 1901 Naked Cigars By:0.68 | CAO Black Frontier:0.68 | Gurkha Park Avenue:0.68",
band-0301b034dec8.jpg,auto-match,,,diamond-crown-julius-caeser,Diamond Crown,Julius Caeser,0.99,DIAMOND CROWN,JULIUS CAESER,1,false,5726,15,"Diamond Crown Julius Caeser:0.99 | Diamond Crown Julius Caeser:0.99 | Diamond Crown Julius Caeser:0.99 | Diamond Crown Diamond Crown:0.98 | Diamond Crown Julius Caeser #1895:0.98",
band-03070e9d9249.jpg,auto-match,,,rocky-patel-vintage-1990,Rocky Patel,Vintage 1990,0.99,Rocky Patel,Vintage 1990,1,false,11937,15,"Rocky Patel Vintage 1990:0.99 | Rocky Patel Vintage 1990:0.99 | Rocky Patel Vintage 1990:0.99 | Rocky Patel Vintage 1990:0.99 | Rocky Patel Vintage 1990:0.99",
band-03592a1a0d2f.jpg,auto-match,,,dunbarton-tobacco-trust-sin-compromiso,Dunbarton Tobacco & Trust,Sin Compromiso,0.99,Dunbarton Tobacco & Trust,Sin Compromiso,0.9,false,10218,15,"Dunbarton Tobacco & Trust Sin Compromiso:0.99 | Dunbarton Tobacco & Trust Sin Compromiso:0.99 | Dunbarton Tobacco & Trust Sin Compromiso:0.99 | Dunbarton Tobacco & Trust Sin Compromiso:0.99 | Dunbarton Tobacco & Trust Sin Compromiso:0.99",
band-068dd44ca959.jpg,auto-match,,,highclere-castle-senetjer-perfecto,Highclere Castle,Senetjer Perfecto,0.98,Highclere Castle,,1,false,10187,15,"Highclere Castle Senetjer Perfecto:0.98 | Highclere Castle Victorian Petite Corona:0.98 | Foundation Cigar Co. Highclere Castle:0.98 | Highclere Castle Victorian:0.98 | Highclere Castle Edwardian:0.98",
band-06aea6f31f18.jpg,auto-match,,,drew-estate-factory-smokes,Drew Estate,Factory Smokes,0.99,Drew Estate,Factory Smoke,1,false,9614,15,"Drew Estate Factory Smokes:0.99 | Drew Estate Factory Smokes CT. Shade:0.99 | Drew Estate Factory Smokes Sweet:0.99 | Drew Estate Factory Smokes Shade:0.99 | Drew Estate Factory Smokes Sun Grown:0.99",
band-0722dcd121c1.jpg,auto-match,,,curivari-buenaventura,Curivari,Buenaventura,0.953,SEMILLA CUBANA,BUENAVENTURA,0.9,true,10140,15,"Curivari Buenaventura:0.95 | Curivari Buenaventura Pralines:0.76 | Curivari Buenaventura Maduro:0.76 | Curivari Buenaventura Bv:0.76 | Curivari Buenaventura Cremas:0.76",
band-077d89a92cb5.jpg,auto-match,,,montecristo-white-series,Montecristo,White Series,0.99,Montecristo,White Series,1,false,10190,15,"Montecristo White Series:0.99 | Montecristo White Series:0.99 | Montecristo White Series:0.99 | Montecristo White Series:0.99 | Montecristo White Series:0.99",
band-091c38586d27.jpg,auto-match,,,cohiba-connecticut-toro,Cohiba,Connecticut,0.99,COHIBA,CONNECTICUT,1,false,9051,15,"Cohiba Connecticut:0.99 | Cohiba Connecticut:0.99 | Cohiba Connecticut:0.99 | Cohiba Connecticut:0.99 | Cohiba Connecticut:0.99",
band-0968bfaa9fa2.jpg,auto-match,,,camacho-limited-edition-2025,Camacho,Limited Edition 2025,0.99,CINCO DE MAYO,Limited Edition 2025,1,false,4800,15,"Camacho Limited Edition 2025:0.99 | Cavalier Genève Limited Edition 2025:0.99 | Rojas Street Tacos Cinco De Mayo 2026 Limited Edition:0.84 | Crowned Heads Blood Medicine Limited Edition 2025:0.76 | Crowned Heads Blood Medicine Limited Edition 2025 Gordo:0.76",
band-0aab938c7809.jpg,auto-match,,,my-father-fonseca,My Father,Fonseca,0.99,My Father,Fonseca,1,false,10252,15,"My Father Fonseca:0.99 | My Father Fonseca:0.99 | My Father Fonseca:0.99 | My Father Fonseca:0.99 | My Father Fonseca:0.99",
